name;platform;r-date;score;user score;developer;genre;players;critics;users;1 Player;1-2 Player;No Online Multiplayer;MP up to 32;MP up to 30;MP up to 16;No info;1-4 Player
Lemmings;PSP;23.05.2006;76;7.9;Team17;Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action;No Online Multiplayer;46;16;0;0;1;0;0;0;0;0
Jade Cocoon 2;PlayStation2;17.12.2001;76;7.9;Genki;Role-Playing,Console-style RPG;1-2 ;16;27;0;1;0;0;0;0;0;0
Furi;PC;05.07.2016;76;7.9;TheGameBakers;Action,General,Fighting,3D;No Online Multiplayer;12;165;0;0;1;0;0;0;0;0
Harry Potter and the Chamber of Secrets;GameBoyAdvance;14.11.2002;76;7.9;EurocomEntertainmentSoftware;Action Adventure,Fantasy;1 Player;11;18;1;0;0;0;0;0;0;0
Sports Champions;PlayStation3;07.09.2010;76;7.9;SCEA,ZindagiGames;Sports,General,General,Individual,Athletics;No Online Multiplayer;64;118;0;0;1;0;0;0;0;0
Redout;XboxOne;29.08.2017;76;7.9;34BigThings;Racing,General,Arcade,Futuristic;No info;10;27;0;0;0;0;0;0;1;0
BloodRayne;Xbox;15.10.2002;76;7.9;TerminalReality;Action,Shooter,Third-Person,Fantasy;1 Player;20;7;1;0;0;0;0;0;0;0
Dragon's Dogma;Xbox360;22.05.2012;75;7.9;Capcom;Action,Role-Playing,General,Action RPG,Action RPG;No Online Multiplayer;59;333;0;0;1;0;0;0;0;0
Rock of Ages 2: Bigger & Boulder;Switch;14.05.2019;75;7.9;ACETeam;Action,General;Online Multiplayer;9;10;0;0;0;0;0;0;0;0
Bit.Trip Saga;3DS;13.09.2011;75;7.9;GaijinGames;Miscellaneous,Compilation,Compilation;No info;21;25;0;0;0;0;0;0;1;0
NCAA Basketball 10;PlayStation3;16.11.2009;75;7.9;EACanada;Sports,Traditional,Team,Basketball,Sim,Sim;No info;17;8;0;0;0;0;0;0;1;0
NCAA Football 07;PSP;18.07.2006;75;7.9;EASports;Sports,Traditional,Team,Football,Sim,Sim;1 Player;16;11;1;0;0;0;0;0;0;0
A Rose in the Twilight;PlayStationVita;11.04.2017;75;7.9;NipponIchiSoftware;Action,Platformer,2D;No info;18;18;0;0;0;0;0;0;1;0
Blade Strangers;Switch;28.08.2018;75;7.9;StudioSaizensen;Action,Fighting,2D;Online Multiplayer;16;17;0;0;0;0;0;0;0;0
Magic: The Gathering - Duels of the Planeswalkers 2012;Xbox360;15.06.2011;75;7.9;StainlessGames;Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle;No info;24;22;0;0;0;0;0;0;1;0
X-Morph: Defense;Switch;21.02.2019;75;7.9;EXORStudios;Strategy,Real-Time,Defense;No Online Multiplayer;12;16;0;0;1;0;0;0;0;0
Star Wars Galactic Battlegrounds;PC;11.11.2001;75;7.9;LucasArts;Strategy,Real-Time,Sci-Fi,General;1-8 ;21;84;0;0;0;0;0;0;0;0
Aqua Kitty UDX;Switch;15.02.2018;75;7.9;TikipodLimited;Action,General;No Online Multiplayer;8;12;0;0;1;0;0;0;0;0
Mafia II;PlayStation3;24.08.2010;75;7.9;2KCzech;Action Adventure,Historic,General,Historic,Open-World;No Online Multiplayer;61;415;0;0;1;0;0;0;0;0
The Denpa Men 3: The Rise of Digitoll;3DS;08.05.2014;75;7.9;GeniusSonorityInc.;Role-Playing,General;No info;13;15;0;0;0;0;0;0;1;0
Bloodroots;Switch;28.02.2020;75;7.9;PaperCult;Action,Beat-'Em-Up,3D;No Online Multiplayer;16;15;0;0;1;0;0;0;0;0
Sonic Mega Collection Plus;Xbox;02.11.2004;75;7.9;SonicTeam;Miscellaneous,Compilation;1-2 ;20;14;0;1;0;0;0;0;0;0
Call of Juarez: Gunslinger;PlayStation3;14.05.2013;75;7.9;Techland;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;No info;16;158;0;0;0;0;0;0;1;0
Doraemon: Story of Seasons;Switch;11.10.2019;75;7.9;Brownies;Strategy,Adventure,General,Management,Business / Tycoon;No Online Multiplayer;24;32;0;0;1;0;0;0;0;0
Swords & Soldiers II;WiiU;21.05.2015;75;7.9;RonimoGames;Strategy,General;No info;24;25;0;0;0;0;0;0;1;0
Madden NFL 06;PSP;20.09.2005;75;7.9;EATiburon;Sports,Traditional,Team,Football,Sim,Sim;4  Online;23;16;0;0;0;0;0;0;0;0
Spider-Man: Shattered Dimensions;Wii;07.09.2010;75;7.9;Beenox;Action,Adventure,Beat-'Em-Up,Fantasy,Third-Person,Fantasy,3D;No Online Multiplayer;13;20;0;0;1;0;0;0;0;0
Naruto: Clash of Ninja Revolution;Wii;23.10.2007;74;7.9;8ing/Raizing;Action,Fighting,Fighting,3D,3D;1-4 ;23;28;0;0;0;0;0;0;0;1
Darkstalkers Chronicle: The Chaos Tower;PSP;24.03.2005;74;7.9;Capcom;Action,Fighting,Fighting,2D,2D;1-2 ;27;25;0;1;0;0;0;0;0;0
Star Ocean: The Last Hope International;PlayStation3;08.02.2010;74;7.9;SquareEnix,Tri-Ace;Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style;No Online Multiplayer;45;142;0;0;1;0;0;0;0;0
Inazuma Eleven;DS;26.08.2011;74;7.9;Level5;Sports,Traditional,Soccer,Arcade;No info;11;24;0;0;0;0;0;0;1;0
A Hat in Time;XboxOne;06.12.2017;74;7.9;GearsforBreakfast;Action,Platformer,3D;No Online Multiplayer;17;50;0;0;1;0;0;0;0;0
Legacy of Kain: Defiance;Xbox;11.11.2003;74;7.9;CrystalDynamics;Action Adventure,Horror;1 Player;30;21;1;0;0;0;0;0;0;0
NCAA March Madness 2003;PlayStation2;21.11.2002;74;7.9;NuFX;Sports,Traditional,Basketball,Sim;1-8 ;13;23;0;0;0;0;0;0;0;0
Tom Clancy's HAWX;PlayStation3;03.03.2009;74;7.9;UbisoftRomania;Action,Simulation,Flight,Flight,Combat;No info;35;46;0;0;0;0;0;0;1;0
LEGO Batman: The Videogame;Wii;23.09.2008;74;7.9;Traveller'sTales;Action Adventure,Modern,General,Modern;No Online Multiplayer;17;31;0;0;1;0;0;0;0;0
Just Dance 3;Wii;07.10.2011;74;7.9;Ubisoft;Action,Miscellaneous,Rhythm,Dancing,Dancing;No info;15;21;0;0;0;0;0;0;1;0
WWE SmackDown vs. Raw 2011;PlayStation3;26.10.2010;74;7.9;Yuke's;Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling;Up to 12 ;42;55;0;0;0;0;0;0;0;0
Evil Islands: Curse of the Lost Soul;PC;17.04.2001;74;7.9;NivalInteractive;Role-Playing,General,General;1-6 ;17;59;0;0;0;0;0;0;0;0
Dying Light;PlayStation4;27.01.2015;74;7.9;Techland;Horror,Action Adventure,Horror,Survival;Up to 5 ;58;1569;0;0;0;0;0;0;0;0
Zeno Clash: Ultimate Edition;Xbox360;05.05.2010;74;7.9;ACETeam;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade;2 ;38;13;0;0;0;0;0;0;0;0
Fire Emblem Warriors;Switch;20.10.2017;74;7.9;OmegaForce;Action,Beat-'Em-Up,3D;No Online Multiplayer;72;361;0;0;1;0;0;0;0;0
Caesar IV;PC;26.09.2006;74;7.9;TiltedMill;Strategy,City Building,Management,Historic,Historic,Government;1 Player;32;56;1;0;0;0;0;0;0;0
Galaga Legions;Xbox360;20.08.2008;74;7.9;NamcoBandaiGames;Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Vertical;1 Player;28;13;1;0;0;0;0;0;0;0
Dead or Alive Xtreme Beach Volleyball;Xbox;22.01.2003;73;7.9;TeamNinja;Sports,Traditional,Volleyball;1-2 ;42;51;0;1;0;0;0;0;0;0
Red Dead Revolver;PlayStation2;03.05.2004;73;7.9;RockstarSanDiego;Action,Shooter,Third-Person,Historic;1-2 ;42;129;0;1;0;0;0;0;0;0
1080: Avalanche;GameCube;01.12.2003;73;7.9;Nintendo;Sports,Alternative,Snowboarding;1-4 ;37;39;0;0;0;0;0;0;0;1
Red Dog: Superior Firepower;Dreamcast;31.10.2000;73;7.9;ArgonautGames;Driving,Car Combat;No info;12;7;0;0;0;0;0;0;1;0
Pokemon Colosseum;GameCube;22.03.2004;73;7.9;GeniusSonorityInc.;Role-Playing,Console-style RPG;1-4 ;37;154;0;0;0;0;0;0;0;1
Outlast: Whistleblower;PC;06.05.2014;73;7.9;No info;Action Adventure,Horror,Survival;No info;12;215;0;0;0;0;0;0;1;0
The SpongeBob SquarePants Movie;GameCube;27.10.2004;73;7.9;HeavyIronStudios;Action,Platformer,3D;1 Player;9;28;1;0;0;0;0;0;0;0
Ys: The Oath in Felghana;PC;19.03.2012;73;7.9;Falcom;Role-Playing,Action RPG,Action RPG;No info;7;62;0;0;0;0;0;0;1;0
Savage Moon;PlayStation3;29.01.2009;73;7.9;FluffyLogic;Strategy,Real-Time,Sci-Fi,Sci-Fi,Defense;1 Player;22;21;1;0;0;0;0;0;0;0
Regalia: Of Men and Monarchs;PC;18.05.2017;73;7.9;PixelatedMilk;Role-Playing,Strategy,Turn-Based,Japanese-Style,Tactics;No Online Multiplayer;27;34;0;0;1;0;0;0;0;0
Lightmatter;PC;15.01.2020;73;7.9;TunnelVisionGames;Adventure,3D,First-Person;;14;20;0;0;0;0;0;0;0;0
The Sims 2;GameCube;24.10.2005;73;7.9;Maxis;Miscellaneous,Virtual Life;1-2 ;22;9;0;1;0;0;0;0;0;0
Body Harvest;Nintendo64;30.09.1998;73;7.9;DMADesign;Action,General;1 Player;12;27;1;0;0;0;0;0;0;0
Castlevania: Lords of Shadow - Mirror of Fate HD;Xbox360;25.10.2013;73;7.9;MercurySteam;Action Adventure,Fantasy,General,Fantasy;1 Player;16;28;1;0;0;0;0;0;0;0
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009;DS;19.05.2009;73;7.9;Konami;Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle;Up to 4 ;8;13;0;0;0;0;0;0;0;0
Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees;Xbox360;27.05.2009;73;7.9;TelltaleGames;Miscellaneous,Adventure,General,Compilation;1 Player;19;7;1;0;0;0;0;0;0;0
Dungeon Siege: Legends of Aranna;PC;11.11.2003;73;7.9;MadDocSoftware;Role-Playing,Action RPG,Action RPG;No info;27;40;0;0;0;0;0;0;1;0
Earthworm Jim HD;Xbox360;09.06.2010;73;7.9;Gameloft;Action,Platformer,Platformer,2D,2D;1 Player;24;19;1;0;0;0;0;0;0;0
Medal of Honor: European Assault;PlayStation2;07.06.2005;73;7.9;EALA;Action,Shooter,First-Person,Historic;1-4 ;33;77;0;0;0;0;0;0;0;1
Pinball Hall of Fame: The Gottlieb Collection;PSP;06.12.2005;73;7.9;FarsightStudios;Action,Miscellaneous,Parlor,Pinball,Pinball;1-4 ;27;14;0;0;0;0;0;0;0;1
Cars;PC;06.06.2006;73;7.9;Beenox;Driving,Racing,Mission-based,Arcade,Mission-based,Automobile;No Online Multiplayer;12;27;0;0;1;0;0;0;0;0
Dragon Ball Z: Kakarot;PlayStation4;17.01.2020;73;7.9;CyberConnect2;Role-Playing,Action RPG;No Online Multiplayer;75;791;0;0;1;0;0;0;0;0
Drawn to Life;DS;10.09.2007;73;7.9;5THCell;Action Adventure,Adventure,General,General,Sandbox;1 Player;34;39;1;0;0;0;0;0;0;0
X3: Terran Conflict;PC;16.10.2008;73;7.9;Egosoft;Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat;No info;16;236;0;0;0;0;0;0;1;0
Beyond: Two Souls;PlayStation4;24.11.2015;72;7.9;QuanticDream;Adventure,3D,Third-Person;No Online Multiplayer;30;1019;0;0;1;0;0;0;0;0
Impossible Creatures;PC;29.12.2002;72;7.9;Relic;Strategy,Real-Time,Fantasy,General,Fantasy;1-6 ;30;53;0;0;0;0;0;0;0;0
LEGO DC Super-Villains;XboxOne;16.10.2018;72;7.9;TTGames;Action Adventure,General;No Online Multiplayer;18;19;0;0;1;0;0;0;0;0
Shenmue I & II;XboxOne;21.08.2018;72;7.9;Sega,d3tLtd;Miscellaneous,Compilation;No Online Multiplayer;10;69;0;0;1;0;0;0;0;0
Dementium: The Ward;DS;26.10.2007;72;7.9;RenegadeKid;Action,Action Adventure,Shooter,Horror,Horror,Survival,First-Person,Modern;1 Player;48;38;1;0;0;0;0;0;0;0
Mario Party DS;DS;19.11.2007;72;7.9;HudsonSoft;Miscellaneous,Party,Party,Party / Minigame;4  Online;27;132;0;0;0;0;0;0;0;0
Sonic Heroes;GameCube;05.01.2004;72;7.9;SonicTeam;Action,Platformer,3D;1-2 ;49;218;0;1;0;0;0;0;0;0
Planet Alpha;PC;04.09.2018;72;7.9;AdrianLazar;Action,Platformer,2D;No Online Multiplayer;21;31;0;0;1;0;0;0;0;0
Papo & Yo;PlayStation3;14.08.2012;72;7.9;Minority,MinorityMediaInc.;Adventure,General,General;No info;54;92;0;0;0;0;0;0;1;0
Naruto: Clash of Ninja;GameCube;07.03.2006;72;7.9;TomyCorporation;Action,Fighting,3D;24  Online;21;20;0;0;0;0;0;0;0;0
Star Wars: The Clone Wars;PlayStation2;10.12.2002;72;7.9;PandemicStudios;Action,Shooter,Third-Person,Sci-Fi;1-2 ;20;19;0;1;0;0;0;0;0;0
Zoo Tycoon 2;PC;11.11.2004;72;7.9;BlueFangGames;Strategy,Tycoon,Management,Tycoon,Business / Tycoon;1 Player;34;63;1;0;0;0;0;0;0;0
Call of Juarez: Gunslinger;Switch;10.12.2019;72;7.9;Techland;Action,Shooter,First-Person,Arcade;No Online Multiplayer;14;35;0;0;1;0;0;0;0;0
Auto Assault;PC;13.04.2006;72;7.9;NetDevil;Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi;Massively Multiplayer;34;47;0;0;0;0;0;0;0;0
James Bond 007: Agent Under Fire;PlayStation2;13.11.2001;72;7.9;EARedwoodShores;Action,Shooter,First-Person,Modern;1-4 ;27;57;0;0;0;0;0;0;0;1
Majin and the Forsaken Kingdom;PlayStation3;23.11.2010;72;7.9;GameRepublic;Action,Action Adventure,General,Fantasy,General,Fantasy;No Online Multiplayer;49;42;0;0;1;0;0;0;0;0
Divinity II: The Dragon Knight Saga;Xbox360;12.04.2011;72;7.9;LarianStudiosGames;Role-Playing,Miscellaneous,Action RPG,Compilation;No Online Multiplayer;13;56;0;0;1;0;0;0;0;0
Star Wars: The Force Unleashed;Wii;16.09.2008;71;7.9;KromeStudios;Action,Action Adventure,General,General,Shooter,Linear,Third-Person,Arcade;1-2 ;18;86;0;1;0;0;0;0;0;0
Kirby: Squeak Squad;DS;04.12.2006;71;7.9;Flagship,HALLabs;Action,Platformer,Platformer,2D,2D;1-4 ;29;71;0;0;0;0;0;0;0;1
Medal of Honor Heroes;PSP;20.10.2006;71;7.9;TeamFusion;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;32  Online;24;54;0;0;0;0;0;0;0;0
Project Eden;PlayStation2;22.10.2001;71;7.9;CoreDesignLtd.;Action Adventure,Sci-Fi;1-4 ;20;8;0;0;0;0;0;0;0;1
Marc Ecko's Getting Up: Contents Under Pressure;Xbox;14.02.2006;71;7.9;DoubleHelixGames;Action Adventure,Modern;1-2 ;45;14;0;1;0;0;0;0;0;0
"Death end re;Quest";PlayStation4;19.02.2019;71;7.9;CompileHeart;Role-Playing,Japanese-Style;No Online Multiplayer;29;54;0;0;1;0;0;0;0;0
Phantasy Star Zero;DS;10.11.2009;71;7.9;SonicTeam;Role-Playing,Action RPG,Action RPG;Up to 4 ;33;41;0;0;0;0;0;0;0;0
Emergency: Fighters for Life;PC;31.07.1998;71;7.9;TopWareInteractive;Strategy,General,General;1 Player;9;10;1;0;0;0;0;0;0;0
Warlock: Master of the Arcane;PC;08.05.2012;71;7.9;Ino-Co;Strategy,Turn-Based,Fantasy,General,Fantasy;No info;35;220;0;0;0;0;0;0;1;0
Spellbreak;Switch;03.09.2020;71;7.9;Proletariat,Inc.;Action,Shooter,Third-Person,Arcade;Online Multiplayer;9;22;0;0;0;0;0;0;0;0
Cold Fear;Xbox;15.03.2005;71;7.9;Darkworks;Action Adventure,Horror;1 Player;41;24;1;0;0;0;0;0;0;0
Mass Effect 2: Kasumi - Stolen Memory;Xbox360;06.04.2010;71;7.9;BioWare;Role-Playing,Action RPG,Action RPG;No info;24;76;0;0;0;0;0;0;1;0
Medal of Honor: European Assault;GameCube;07.06.2005;71;7.9;EALA;Action,Shooter,First-Person,Historic;1-4 ;22;17;0;0;0;0;0;0;0;1
Digimon World DS;DS;07.11.2006;71;7.9;Bec;Role-Playing,General,General,Trainer;2  Online;8;41;0;0;0;0;0;0;0;0
Save the Turtles;DS;29.03.2010;71;7.9;SabarasaEntertainment;Miscellaneous,Puzzle,Puzzle,General,Puzzle,General;1 Player;9;11;1;0;0;0;0;0;0;0
Easy Golf: Course Architect;Xbox360;20.11.2008;71;7.9;BarkersCrestStudios;Sports,Traditional,Golf,Arcade;No info;7;7;0;0;0;0;0;0;1;0
ParaWorld;PC;27.09.2006;71;7.9;SEKOst;Strategy,Real-Time,Fantasy,General;8  Online;29;26;0;0;0;0;0;0;0;0
Wizardry: Tale of the Forsaken Land;PlayStation2;19.12.2001;70;7.9;Racjin;Role-Playing,PC-style RPG;1 Player;14;8;1;0;0;0;0;0;0;0
Romance of the Three Kingdoms XI;PC;09.09.2008;70;7.9;Koei;Strategy,Turn-Based,Historic,General,Historic;1-8 ;11;49;0;0;0;0;0;0;0;0
Samurai Warriors Chronicles 3;PlayStationVita;30.06.2015;70;7.9;OmegaForce;Action,Beat-'Em-Up,3D;No info;9;15;0;0;0;0;0;0;1;0
Bomberman Jetters;GameCube;10.03.2004;70;7.9;Hudson;Action,Shooter,Third-Person,Fantasy;1-4 ;21;10;0;0;0;0;0;0;0;1
Hot Shots Tennis;PlayStation2;17.07.2007;70;7.9;ClapHanz;Sports,Traditional,Tennis;1-4 ;44;11;0;0;0;0;0;0;0;1
Warriors Orochi 3;PlayStation3;20.03.2012;70;7.9;OmegaForce;Action,Beat-'Em-Up,Beat-'Em-Up,3D;2 ;17;38;0;0;0;0;0;0;0;0
Destroy All Humans!;PlayStation4;28.07.2020;70;7.9;BlackForestGames;Action Adventure,General;No Online Multiplayer;40;120;0;0;1;0;0;0;0;0
Grand Theft Auto 2;PlayStation;25.10.1999;70;7.9;DMADesign;Action Adventure,Modern;1 Player;15;110;1;0;0;0;0;0;0;0
Dance Dance Revolution: Mario Mix;GameCube;24.10.2005;69;7.9;Hudson;Miscellaneous,Rhythm,Dancing;1-2 ;28;22;0;1;0;0;0;0;0;0
Gradius ReBirth;Wii;09.03.2009;69;7.9;M2;Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal;No Online Multiplayer;8;7;0;0;1;0;0;0;0;0
Manhunt 2;PSP;29.10.2007;69;7.9;RockstarLondon;Action Adventure,Modern,General,Modern;1 Player;15;51;1;0;0;0;0;0;0;0
Broken Sword 5: The Serpents' Curse - Part I;PC;04.12.2013;69;7.9;RevolutionSoftware;General,Adventure,General;No Online Multiplayer;39;161;0;0;1;0;0;0;0;0
Fusion: Genesis;Xbox360;09.11.2011;69;7.9;StarfireStudios;Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down;No info;17;8;0;0;0;0;0;0;1;0
Banner of the Maid;PC;27.05.2019;69;7.9;CE-Asia;Strategy,Turn-Based,Tactics;No Online Multiplayer;8;9;0;0;1;0;0;0;0;0
Battle Princess of Arcadias;PlayStation3;17.06.2014;69;7.9;ApolloSoft;Role-Playing,Action RPG;No info;22;25;0;0;0;0;0;0;1;0
The Grim Adventures of Billy & Mandy;GameCube;25.09.2006;69;7.9;Midway;Action,Beat-'Em-Up;1-4 ;7;8;0;0;0;0;0;0;0;1
RPG Maker 3;PlayStation2;21.09.2005;69;7.9;Runtime;Role-Playing,Console-style RPG;No info;16;14;0;0;0;0;0;0;1;0
The Eye of Judgment: Legends;PSP;10.03.2010;69;7.9;SCEI;Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle;2  Online;17;16;0;0;0;0;0;0;0;0
Broken Sword: The Smoking Mirror;PC;31.10.1997;69;7.9;RevolutionSoftware;Adventure,Third-Person,Point-and-Click,Modern,Modern;1 Player;11;116;1;0;0;0;0;0;0;0
Pinball FX;Xbox360;25.04.2007;69;7.9;ZenStudios;Action,Miscellaneous,Parlor,Pinball,Pinball;4  Online;21;14;0;0;0;0;0;0;0;0
Metal Slug 4 & 5;Xbox;21.08.2005;69;7.9;BrezzaSoft;Action,Shooter,Scrolling;1-2 ;22;7;0;1;0;0;0;0;0;0
Gungnir;PSP;12.06.2012;68;7.9;Sting;Strategy,Turn-Based,General,General,Tactics;No info;11;21;0;0;0;0;0;0;1;0
Fossil Fighters: Champions;DS;14.11.2011;68;7.9;REDEntertainment,Artdink;Role-Playing,General,General;2 ;8;14;0;0;0;0;0;0;0;0
World Tour Soccer 2005;PlayStation2;14.04.2004;68;7.9;SCEELondonStudio;Sports,Traditional,Soccer,Sim;1-8 ;28;7;0;0;0;0;0;0;0;0
The Legend of Heroes: A Tear of Vermillion;PSP;15.11.2005;68;7.9;Microvision;Role-Playing,Console-style RPG,General,Console-style RPG,Japanese-Style;1 Player;24;30;1;0;0;0;0;0;0;0
The 25th Ward: The Silver Case;PlayStation4;13.03.2018;68;7.9;GrasshopperManufacture;Adventure,Visual Novel;No Online Multiplayer;15;33;0;0;1;0;0;0;0;0
Hell Yeah! Wrath of the Dead Rabbit;PlayStation3;25.09.2012;68;7.9;ArkedoStudio;Action,Platformer,Platformer,2D,2D;No info;17;32;0;0;0;0;0;0;1;0
Nightshade;PlayStation2;10.02.2004;68;7.9;WowEntertainment;Action,Beat-'Em-Up;1 Player;39;23;1;0;0;0;0;0;0;0
Resident Evil 0: HD Remaster;PC;19.01.2016;68;7.9;Capcom;Action Adventure,Survival;No Online Multiplayer;22;156;0;0;1;0;0;0;0;0
TT Isle of Man: Ride On The Edge;XboxOne;06.03.2018;68;7.9;Kylotonn,MaximumGames;Racing,Arcade,Automobile;Up to 8 ;11;15;0;0;0;0;0;0;0;0
The Simpsons Game;PlayStation2;30.10.2007;68;7.9;ElectronicArts;Action,Platformer,3D;1-2 ;10;42;0;1;0;0;0;0;0;0
Lost Magic;DS;25.04.2006;68;7.9;TaitoCorporation;Role-Playing,Action RPG,Action RPG;2  Online;44;39;0;0;0;0;0;0;0;0
Age of Empires II: HD Edition;PC;09.04.2013;68;7.9;EnsembleStudios,HiddenPathEntertainment;Strategy,Miscellaneous,Real-Time,Compilation,Historic,Command;Online Multiplayer;20;630;0;0;0;0;0;0;0;0
Sudden Strike II;PC;26.09.2002;68;7.9;Fireglow;Strategy,Real-Time,Historic,General,Historic;1-8 ;10;27;0;0;0;0;0;0;0;0
Riviera: The Promised Land;PSP;11.07.2007;68;7.9;Sting;Role-Playing,General,General;1 Player;11;19;1;0;0;0;0;0;0;0
K-1 World Grand Prix;PlayStation2;09.07.2003;67;7.9;Konami;Sports,Traditional,Boxing;1-2 ;24;8;0;1;0;0;0;0;0;0
Senran Kagura Shinovi Versus;PlayStationVita;14.10.2014;67;7.9;Tamsoft,MarvelousAQL;Action,General;Up to 4 ;14;141;0;0;0;0;0;0;0;0
Tomb Raider: Legend;PSP;21.06.2006;67;7.9;BuzzMonkey;Action Adventure,Modern,Modern,Linear;1-2 ;28;37;0;1;0;0;0;0;0;0
Alien Shooter: Vengeance;PC;16.02.2007;67;7.9;SigmaTeam;Action,General,General;6  Online;17;59;0;0;0;0;0;0;0;0
Fantasy Wars;PC;08.11.2007;67;7.9;Ino-Co;Strategy,Turn-Based,Fantasy,Fantasy,Tactics;Up to 4 ;22;52;0;0;0;0;0;0;0;0
Digimon World: Dusk;DS;18.09.2007;67;7.9;Bec,BandaiNamcoGames;Role-Playing,General,General,Trainer;No Online Multiplayer;10;24;0;0;1;0;0;0;0;0
Rhapsody: A Musical Adventure;DS;23.09.2008;67;7.9;NipponIchiSoftware;Role-Playing,General,General;1 Player;24;14;1;0;0;0;0;0;0;0
Dragon Ball Z: Budokai;PlayStation2;03.12.2002;67;7.9;DimpsCorporation;Action,Fighting,3D;1-2 ;28;91;0;1;0;0;0;0;0;0
Manhunt 2;PlayStation2;29.10.2007;67;7.9;RockstarLondon;Action Adventure,Horror;1 Player;22;69;1;0;0;0;0;0;0;0
Ar nosurge: Ode to an Unborn Star;PlayStation3;23.09.2014;67;7.9;Gust;Role-Playing,General,Japanese-Style;No Online Multiplayer;23;57;0;0;1;0;0;0;0;0
The X-Files: Resist or Serve;PlayStation2;16.03.2004;67;7.9;BlackOpsEntertainment;Adventure,Third-Person,Sci-Fi;1 Player;31;13;1;0;0;0;0;0;0;0
Innocent Life: A Futuristic Harvest Moon;PSP;15.05.2007;67;7.9;ArtePiazza;Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Business / Tycoon;No Online Multiplayer;22;26;0;0;1;0;0;0;0;0
Travis Strikes Again: No More Heroes;Switch;18.01.2019;67;7.9;GrasshopperManufacture;Action,Beat-'Em-Up,3D;No Online Multiplayer;74;192;0;0;1;0;0;0;0;0
Tycoon City: New York;PC;21.02.2006;67;7.9;DeepRed;Strategy,Tycoon,Management,Tycoon,Business / Tycoon;1 Player;30;8;1;0;0;0;0;0;0;0
Blood Will Tell;PlayStation2;21.09.2004;67;7.9;PaonCorporation;Action Adventure,Fantasy;1-2 ;37;11;0;1;0;0;0;0;0;0
Redeemer: Enhanced Edition;XboxOne;19.07.2019;66;7.9;Sobaka;Action Adventure,Linear;No Online Multiplayer;10;7;0;0;1;0;0;0;0;0
Return to Castle Wolfenstein: Operation Resurrection;PlayStation2;30.05.2003;66;7.9;Raster;Action,Shooter,First-Person,Historic;1 Player;21;27;1;0;0;0;0;0;0;0
Just Dance 4;WiiU;18.11.2012;66;7.9;UbisoftParis;Action,Miscellaneous,Rhythm,Dancing,Dancing;No info;14;40;0;0;0;0;0;0;1;0
NeoGeo Battle Coliseum;PlayStation2;17.12.2007;66;7.9;SNKPlaymore;Action,Fighting,2D;1-2 ;21;8;0;1;0;0;0;0;0;0
Fairy Fencer F;PC;04.08.2015;66;7.9;IdeaFactory;Role-Playing,Japanese-Style;No Online Multiplayer;9;45;0;0;1;0;0;0;0;0
Blazing Angels: Squadrons of WWII;Xbox360;23.03.2006;66;7.9;Ubisoft;Simulation,Flight,WWII,WWII,Combat;16  Online;58;56;0;0;0;0;0;0;0;0
Dengeki Bunko: Fighting Climax;PlayStation3;06.10.2015;66;7.9;Sega,French-Bread;Action,Fighting,2D;Up to 4 ;13;33;0;0;0;0;0;0;0;0
Wolfenstein 3D;Xbox360;03.06.2009;66;7.9;NerveSoftware;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;No Online Multiplayer;10;23;0;0;1;0;0;0;0;0
Wolf of the Battlefield: Commando 3;Xbox360;25.06.2008;66;7.9;BackboneEmeryville;Action,General,General;3  Online;35;7;0;0;0;0;0;0;0;0
One Piece: Unlimited World Red;WiiU;08.07.2014;66;7.9;Ganbarion;Action,General;No info;11;47;0;0;0;0;0;0;1;0
American Conquest: Fight Back;PC;29.09.2003;66;7.9;GSCGameWorld;Strategy,Real-Time,Historic,Historic,Command;No Online Multiplayer;10;24;0;0;1;0;0;0;0;0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;PlayStation2;13.09.2004;65;7.9;THQ;Adventure,General;1 Player;8;9;1;0;0;0;0;0;0;0
Dynasty Warriors: Gundam 3;Xbox360;28.06.2011;65;7.9;OmegaForce,KoeiTecmoGames;Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D;Up to 4 ;27;21;0;0;0;0;0;0;0;0
