name;platform;r-date;score;user score;developer;genre;players;critics;users;1 Player;1-2 Player;No Online Multiplayer;MP up to 32;MP up to 30;MP up to 16;No info;1-4 Player
James Noir's Hollywood Crimes;3DS;01.11.2011;60;6.6;Ubisoft;Miscellaneous,Puzzle,Puzzle,General,Puzzle,General;No info;22;7;0;0;0;0;0;0;1;0
SNK Heroines: Tag Team Frenzy;Switch;07.09.2018;60;6.6;SNKCorporation;Action,Fighting,2D;Up to 8 ;24;51;0;0;0;0;0;0;0;0
Ancient Amuletor;PlayStation4;27.06.2017;60;6.6;TIGAMES;Adventure,3D,First-Person;Up to 3 ;12;12;0;0;0;0;0;0;0;0
Touch Detective;DS;24.10.2006;60;6.6;BeeWorks;Adventure,General,General;No Online Multiplayer;25;8;0;0;1;0;0;0;0;0
The Technomancer;PlayStation4;28.06.2016;60;6.6;Spiders;Role-Playing,General,Western-Style;No info;38;145;0;0;0;0;0;0;1;0
Phantasy Star Universe;PC;24.10.2006;59;6.6;SonicTeam;Role-Playing,Action RPG,Action RPG;6  Online;19;13;0;0;0;0;0;0;0;0
Mario Party: The Top 100;3DS;10.11.2017;59;6.6;Nintendo,NdCube;Miscellaneous,Party / Minigame;No Online Multiplayer;40;80;0;0;1;0;0;0;0;0
Legion;PC;03.06.2002;59;6.6;Slitherine;Strategy,Turn-Based,General,Historic;1 Player;14;8;1;0;0;0;0;0;0;0
The Lord of the Rings: The Fellowship of the Ring;Xbox;26.09.2002;59;6.6;WXP;Action Adventure,Fantasy;1 Player;23;11;1;0;0;0;0;0;0;0
Pillar;PlayStation4;17.02.2015;59;6.6;MichaelArts;Puzzle,Action;No Online Multiplayer;7;8;0;0;1;0;0;0;0;0
AeternoBlade;3DS;18.02.2014;59;6.6;CorecellTechnology;Action,Platformer,Platformer,3D,2D,3D;No info;14;18;0;0;0;0;0;0;1;0
Rack N Ruin;PlayStation4;31.03.2015;59;6.6;LifeSparkEntertainment;Fantasy,Action,Action Adventure,General,Open-World;No info;12;8;0;0;0;0;0;0;1;0
The Fast and the Furious;PlayStation2;26.09.2006;59;6.6;Eutechnyx;Driving,Mission-based;4  Online;22;27;0;0;0;0;0;0;0;0
Zoo Empire;PC;01.08.2004;59;6.6;EnlightSoftware;Strategy,Tycoon,Management,Tycoon,Business / Tycoon;No Online Multiplayer;7;11;0;0;1;0;0;0;0;0
The Council - Episode 4: Burning Bridges;PC;25.09.2018;58;6.6;BigBadWolf;Adventure,General;No Online Multiplayer;7;5;0;0;1;0;0;0;0;0
Virtua Striker 2002;GameCube;20.05.2002;58;6.6;AmusementVision;Sports,Traditional,Soccer,Sim;1-2 ;20;7;0;1;0;0;0;0;0;0
Space Hulk;PC;15.08.2013;58;6.6;FullControlApS,FullControl;Strategy,Turn-Based,General,General;No info;22;167;0;0;0;0;0;0;1;0
Sword Art Online: Alicization Lycoris;XboxOne;10.07.2020;58;6.6;BandaiNamcoGames,Aquria;Role-Playing,Japanese-Style;Up to 4 ;7;12;0;0;0;0;0;0;0;0
Rocky Balboa;PSP;13.03.2007;58;6.6;Ubisoft;Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts;2 ;17;11;0;0;0;0;0;0;0;0
Stranded Sails: Explorers of the Cursed Islands;Switch;17.10.2019;57;6.6;LemonbombEntertainment;Action Adventure,General;No Online Multiplayer;17;5;0;0;1;0;0;0;0;0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare;GameCube;01.11.2005;57;6.6;Konami;Action,Beat-'Em-Up;1-4 ;10;8;0;0;0;0;0;0;0;1
Army Corps of Hell;PlayStationVita;21.02.2012;57;6.6;Entersphere,Inc.;Strategy,Real-Time,Fantasy,General,Fantasy;No info;43;29;0;0;0;0;0;0;1;0
Disney Epic Mickey 2: The Power of Two;PlayStationVita;18.06.2013;57;6.6;BlitzGames,DisneyInteractiveStudios;Action,Platformer,Platformer,3D,3D;No info;18;21;0;0;0;0;0;0;1;0
The Technomancer;PC;28.06.2016;56;6.6;Spidersoft,Spiders;Role-Playing,General,Western-Style;No Online Multiplayer;34;185;0;0;1;0;0;0;0;0
Iron Warriors: T-72 Tank Command;PC;24.05.2006;56;6.6;No info;Simulation,Tank,Vehicle,Combat;No info;7;15;0;0;0;0;0;0;1;0
Safecracker: The Ultimate Puzzle Adventure;Wii;03.12.2008;56;6.6;KheopsStudio;Miscellaneous,Adventure,Puzzle,Puzzle,General,Puzzle,Point-and-Click,General;No Online Multiplayer;7;5;0;0;1;0;0;0;0;0
Roving Rogue;WiiU;02.07.2015;56;6.6;PadaoneGames;Action,Platformer,2D;No info;11;7;0;0;0;0;0;0;1;0
Star Wars The Clone Wars: Lightsaber Duels;Wii;11.11.2008;56;6.6;KromeStudios;Action Adventure,Sci-Fi,Sci-Fi,General;1 Player;24;30;1;0;0;0;0;0;0;0
Supreme Commander;Xbox360;23.06.2008;56;6.6;HellbentGames;Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command;4  Online;24;18;0;0;0;0;0;0;0;0
Hercules: The Legendary Journeys;Nintendo64;16.11.2000;55;6.6;Player1;Action Adventure,Fantasy;No info;7;8;0;0;0;0;0;0;1;0
Shinobido 2: Revenge of Zen;PlayStationVita;21.02.2012;55;6.6;Acquire;Action Adventure,Historic,General,Historic;No Online Multiplayer;34;42;0;0;1;0;0;0;0;0
300: March to Glory;PSP;27.02.2007;55;6.6;CollisionStudios;Action,Beat-'Em-Up,Beat-'Em-Up,2D;No Online Multiplayer;31;19;0;0;1;0;0;0;0;0
Iron Front: Liberation 1944;PC;25.05.2012;55;6.6;X1Software;Strategy,General,General;No info;20;94;0;0;0;0;0;0;1;0
Centipede & Millipede;Xbox360;02.05.2007;55;6.6;StainlessGames;Action,Miscellaneous,Shooter,Shooter,Compilation,Static,Static;1-2 ;9;5;0;1;0;0;0;0;0;0
Dragon Age: Origins - Return to Ostagar;Xbox360;13.01.2010;54;6.6;BioWare;Role-Playing,PC-style RPG,PC-style RPG,Western-Style;No info;7;37;0;0;0;0;0;0;1;0
Night Watch;PC;26.06.2006;54;6.6;NivalInteractive;Role-Playing,PC-style RPG,PC-style RPG,Western-Style;1 Player;29;9;1;0;0;0;0;0;0;0
SpellForce 2: Demons of the Past;PC;14.01.2014;54;6.6;MindoverMatter;Strategy,General;No info;9;23;0;0;0;0;0;0;1;0
Spikeout: Battle Street;Xbox;29.03.2005;54;6.6;DimpsCorporation;Action,Beat-'Em-Up;4  Online;24;8;0;0;0;0;0;0;0;0
Full Auto 2: Battlelines;PSP;20.03.2007;53;6.6;DeepFriedEntertainment;Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat;Up to 4 ;19;7;0;0;0;0;0;0;0;0
Star Trek: D-A-C;Xbox360;13.05.2009;53;6.6;NakedSkyEntertainment;Action,General,General;12  Online;26;11;0;0;0;0;0;0;0;0
Black Clover: Quartet Knights;PlayStation4;14.09.2018;53;6.6;BandaiNamcoGames,ilinxinc.;Action Adventure,General;No Online Multiplayer;12;21;0;0;1;0;0;0;0;0
PlayStation Move Heroes;PlayStation3;22.03.2011;53;6.6;Nihilistic;Action,Platformer,General,Platformer,3D,3D;No info;39;16;0;0;0;0;0;0;1;0
Pokemon Battle Revolution;Wii;25.06.2007;53;6.6;GeniusSonorityInc.;Strategy,Turn-Based,Fantasy,General,Fantasy;2 ;34;146;0;0;0;0;0;0;0;0
Tony Hawk: Shred;Xbox360;26.10.2010;53;6.6;Robomodo;Sports,Alternative,Individual,Skateboarding,Skating,Skateboarding,Skate / Skateboard;No info;10;10;0;0;0;0;0;0;1;0
Stranger Things 3: The Game;Switch;04.07.2019;53;6.6;BonusXP;Action Adventure,General;No Online Multiplayer;13;13;0;0;1;0;0;0;0;0
Marvel Nemesis: Rise of the Imperfects;PlayStation2;20.09.2005;53;6.6;EACanada,Nihilistic;Action,Fighting,3D;2  Online;30;54;0;0;0;0;0;0;0;0
Blades of Time;Xbox360;06.03.2012;52;6.6;GaijinEntertainment;Action,General,General;2 ;23;34;0;0;0;0;0;0;0;0
Family Guy;PSP;17.10.2006;51;6.6;HighVoltageSoftware;Adventure,General,General,3D,Third-Person;1 Player;14;16;1;0;0;0;0;0;0;0
Rush'N Attack Ex-Patriot;Xbox360;30.03.2011;51;6.6;Vatra;Action,Platformer,Platformer,2D,2D;No info;24;8;0;0;0;0;0;0;1;0
Star Trek: Encounters;PlayStation2;04.10.2006;51;6.6;4JStudios;Simulation,Sci-Fi,Small Spaceship;1-2 ;17;15;0;1;0;0;0;0;0;0
Voltron: Defender of the Universe;Xbox360;30.11.2011;50;6.6;BehaviourInteractive;Action,General,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical;5  Online;20;5;0;0;0;0;0;0;0;0
Dynasty Warriors: Gundam 2;Xbox360;21.04.2009;49;6.6;OmegaForce;Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D;4  Online;30;19;0;0;0;0;0;0;0;0
Stormrise;Xbox360;24.03.2009;48;6.6;CreativeAssembly;Strategy,Real-Time,Sci-Fi,Sci-Fi,General;Up to 8 ;36;18;0;0;0;0;0;0;0;0
Past Cure;PC;02.02.2018;48;6.6;Phantom8;Action,General;No Online Multiplayer;8;25;0;0;1;0;0;0;0;0
BeachHead 2000;PC;14.06.2000;46;6.6;DigitalFusionInc.;Action,Shooter,General,Shooter,First-Person,Rail,Arcade;No Online Multiplayer;14;34;0;0;1;0;0;0;0;0
Kakuto Chojin;Xbox;11.11.2002;46;6.6;DreamFactory;Action,Fighting,3D;1-4 ;26;17;0;0;0;0;0;0;0;1
Zenith;PlayStation4;20.09.2016;46;6.6;Infinigon;Role-Playing,Action RPG;No info;11;11;0;0;0;0;0;0;1;0
Stronghold: Crusader Extreme;PC;02.06.2008;45;6.6;FireFlyStudios;Strategy,Miscellaneous,Real-Time,Compilation,Historic;8  Online;11;58;0;0;0;0;0;0;0;0
Brothers in Arms: Double Time;Wii;23.09.2008;45;6.6;GearboxSoftware;Action,Miscellaneous,Shooter,Shooter,Compilation,First-Person,Historic,Arcade;No Online Multiplayer;13;17;0;0;1;0;0;0;0;0
Hyperdimension Neptunia;PlayStation3;15.02.2011;45;6.6;IdeaFactory,CompileHeart;Role-Playing,General,General,Japanese-Style;No Online Multiplayer;31;134;0;0;1;0;0;0;0;0
Zoo Tycoon DS;DS;11.10.2005;44;6.6;Altron;Strategy,Tycoon,Management,Tycoon,Business / Tycoon;No Online Multiplayer;19;27;0;0;1;0;0;0;0;0
Street Trace: NYC;Xbox360;22.08.2007;44;6.6;GaiaIndustries;Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat;8  Online;13;5;0;0;0;0;0;0;0;0
NPPL Championship Paintball 2009;Xbox360;25.11.2008;44;6.6;FUNLabs;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;14  Online;9;10;0;0;0;0;0;0;0;0
Pirates vs Ninjas Dodgeball;Xbox360;03.09.2008;44;6.6;BlazingLizard;Sports,Alternative,Individual,Other,Other;8  Online;24;7;0;0;0;0;0;0;0;0
Rock Revolution;PlayStation3;15.10.2008;42;6.6;ZoeMode,HBStudiosMultimedia;Action,Miscellaneous,Rhythm,Music,Music;6  Online;20;12;0;0;0;0;0;0;0;0
Air Raid: This Is Not a Drill!;PC;18.06.2003;39;6.6;MadebyKiddies;Action,Shooter,Shooter,First-Person,Historic,Historic;No info;7;17;0;0;0;0;0;0;1;0
Crystal Rift;PlayStation4;29.11.2016;37;6.6;PsytecGamesLtd;Role-Playing,Western-Style;No info;10;13;0;0;0;0;0;0;1;0
Kentucky Route Zero - Act III;PC;06.05.2014;91;6.7;CardboardComputer;Adventure,General;No info;7;165;0;0;0;0;0;0;1;0
Fez;PC;01.05.2013;91;6.7;PolytronCorp.;Action,Platformer,Platformer,2D,2D;No Online Multiplayer;11;1158;0;0;1;0;0;0;0;0
NBA 2K12;PlayStation3;04.10.2011;90;6.7;VisualConcepts;Sports,Traditional,Team,Basketball,Sim,Sim;Up to 10 ;38;134;0;0;0;0;0;0;0;0
Tiger Woods PGA Tour 2003;GameCube;27.10.2002;90;6.7;EASports;Sports,Traditional,Golf,Sim;1-4 ;10;6;0;0;0;0;0;0;0;1
Call of Duty: Black Ops;PlayStation3;09.11.2010;88;6.7;Treyarch;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;Up to 18 ;58;1252;0;0;0;0;0;0;0;0
Slay the Spire;PlayStation4;21.05.2019;88;6.7;MegaCritGames;Strategy,Turn-Based,Card Battle;No Online Multiplayer;7;69;0;0;1;0;0;0;0;0
Owlboy;PlayStation4;10.04.2018;88;6.7;BlitWorks;Action Adventure,General;No Online Multiplayer;10;110;0;0;1;0;0;0;0;0
Monster Hunter: World;PC;09.08.2018;88;6.7;Capcom;Role-Playing,Action RPG;Up to 4 ;34;678;0;0;0;0;0;0;0;0
FIFA Soccer 13;PlayStation3;25.09.2012;88;6.7;ElectronicArts;Sports,Traditional,Team,Soccer,Sim,Sim;Up to 22 ;37;382;0;0;0;0;0;0;0;0
Diablo III;Xbox360;03.09.2013;87;6.7;BlizzardEntertainment;Role-Playing,Action RPG,Action RPG;Up to 4 ;42;407;0;0;0;0;0;0;0;0
NBA 2K16;PlayStation4;25.09.2015;87;6.7;VisualConcepts;Action,General,Sports,Team,Basketball,Sim;Up to 10 ;51;436;0;0;0;0;0;0;0;0
Fallout 4;PlayStation4;10.11.2015;87;6.7;BethesdaGameStudios;General,Role-Playing,Western-Style;No Online Multiplayer;58;5440;0;0;1;0;0;0;0;0
Titanfall;XboxOne;11.03.2014;86;6.7;RespawnEntertainment;Shooter,Sci-Fi,Miscellaneous,General,Action,Shooter,First-Person,Sci-Fi,Arcade;Up to 12 ;68;2507;0;0;0;0;0;0;0;0
Gears of War 4;PC;11.10.2016;86;6.7;TheCoalition;Action,Shooter,Third-Person,Arcade;No info;22;470;0;0;0;0;0;0;1;0
Wolfenstein II: The New Colossus;PC;27.10.2017;86;6.7;MachineGames;Action,Shooter,First-Person,Arcade;No Online Multiplayer;40;1172;0;0;1;0;0;0;0;0
Bionic Commando Rearmed;PC;13.08.2008;86;6.7;GRIN;Action,Platformer,Platformer,2D,2D;No Online Multiplayer;15;93;0;0;1;0;0;0;0;0
DiRT 4;XboxOne;06.06.2017;86;6.7;Codemasters,DeepSilver;Racing,Simulation,Automobile;No info;21;62;0;0;0;0;0;0;1;0
Far Cry 2;Xbox360;21.10.2008;85;6.7;UbisoftMontreal;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;Up to 16 ;75;317;0;0;0;0;0;1;0;0
UFC Undisputed 2010;Xbox360;25.05.2010;84;6.7;Yuke's;Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling;2 ;70;82;0;0;0;0;0;0;0;0
Horace;Switch;21.10.2020;84;6.7;PaulHelman;Adventure,General;No Online Multiplayer;14;14;0;0;1;0;0;0;0;0
Nex Machina: Death Machine;PC;20.06.2017;84;6.7;Housemarque;Action,Shooter,Shoot-'Em-Up,Top-Down;No info;16;45;0;0;0;0;0;0;1;0
Final Fantasy XI: Treasures of Aht Urhgan;PC;18.04.2006;83;6.7;SquareEnix;Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy;Massively Multiplayer;7;22;0;0;0;0;0;0;0;0
Deus Ex: Mankind Divided;PC;23.08.2016;83;6.7;EidosMontreal,NixxesSoftware;Action Adventure,General;No Online Multiplayer;56;1186;0;0;1;0;0;0;0;0
NCAA Football 10;Xbox360;14.07.2009;83;6.7;EATiburon;Sports,Traditional,Team,Football,Sim,Sim;2  Online;26;38;0;0;0;0;0;0;0;0
NCAA Football 10;Xbox360;14.07.2009;83;6.7;EATiburon;Sports,Traditional,Team,Football,Sim,Sim;2  Online;26;38;0;0;0;0;0;0;0;0
Batman: The Telltale Series - Episode 2: Children of Arkham;XboxOne;20.09.2016;83;6.7;TelltaleGames;Adventure,Point-and-Click;No info;8;15;0;0;0;0;0;0;1;0
Hypnospace Outlaw;PC;12.03.2019;82;6.7;Tendershoot;Adventure,Point-and-Click;No Online Multiplayer;17;45;0;0;1;0;0;0;0;0
Tom Clancy's Ghost Recon: Desert Siege;PC;27.03.2002;82;6.7;RedStormEntertainment;Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern;No info;14;19;0;0;0;0;0;0;1;0
Prey: Mooncrash;XboxOne;10.06.2018;82;6.7;ArkaneStudios;Action,Shooter,First-Person,Arcade;No info;11;16;0;0;0;0;0;0;1;0
Tom Clancy's Ghost Recon: Island Thunder;PC;25.09.2002;82;6.7;RedStormEntertainment;Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern;No info;16;17;0;0;0;0;0;0;1;0
Unruly Heroes;PC;23.01.2019;81;6.7;MagicDesignStudios;Action,Platformer,2D;Online Multiplayer;11;29;0;0;0;0;0;0;0;0
Kingdoms of Amalur: Reckoning;PC;07.02.2012;81;6.7;BigHugeGames;Role-Playing,PC-style RPG,Action RPG;No Online Multiplayer;25;1184;0;0;1;0;0;0;0;0
DG2: Defense Grid 2;PC;23.09.2014;81;6.7;HiddenPathEntertainment;General,Strategy,Real-Time,General,Defense;No info;21;91;0;0;0;0;0;0;1;0
RAGE;Xbox360;04.10.2011;81;6.7;idSoftware;Action,Shooter,Shooter,First-Person,Third-Person,Modern,Modern,Modern,Arcade;Up to 4 ;77;595;0;0;0;0;0;0;0;0
MLB 14: The Show;PlayStation3;01.04.2014;81;6.7;SCEASanDiegoStudios;Sports,Traditional,Team,Baseball,Sim,Sim;Up to 8 ;26;77;0;0;0;0;0;0;0;0
Far Cry 5;PlayStation4;27.03.2018;81;6.7;UbisoftMontreal;Action,Shooter,First-Person,Arcade;Up to 12 ;83;1749;0;0;0;0;0;0;0;0
Yooka-Laylee and the Impossible Lair;PC;08.10.2019;81;6.7;PlaytonicGames;Action,Platformer,2D;No Online Multiplayer;13;51;0;0;1;0;0;0;0;0
Etrian Odyssey Nexus;3DS;05.02.2019;81;6.7;Atlus;General,Role-Playing,Western-Style;No Online Multiplayer;27;36;0;0;1;0;0;0;0;0
Dungeon Defenders;PlayStation3;18.10.2011;80;6.7;TrendyEntertainment;Role-Playing,Action RPG,Action RPG;Up to 4 ;18;46;0;0;0;0;0;0;0;0
Elite: Dangerous;PC;16.12.2014;80;6.7;FrontierDevelopments;Sci-Fi,Large Spaceship,Large Spaceship,Simulation,Space,Civilian;No info;54;1833;0;0;0;0;0;0;1;0
Fritz 8 Deluxe;PC;01.12.2004;80;6.7;ChessBase;Miscellaneous,Board Games,Board Games,Board / Card Game;2  Online;11;6;0;0;0;0;0;0;0;0
Dead Rising 2;PlayStation3;28.09.2010;80;6.7;BlueCastleGames;Action Adventure,Horror,Horror,Open-World;Up to 4 ;54;194;0;0;0;0;0;0;0;0
Chessmaster 8000;PC;14.11.2000;80;6.7;Mattel;Action,Miscellaneous,General,General,Board / Card Game;1-2 ;11;6;0;1;0;0;0;0;0;0
Zero Escape: Zero Time Dilemma;PlayStation4;18.08.2017;80;6.7;AksysGames;Adventure,Visual Novel;No Online Multiplayer;8;29;0;0;1;0;0;0;0;0
The Path;PC;18.03.2009;79;6.7;TaleofTales;Adventure,3D,Fantasy,Third-Person,Fantasy;1 Player;20;121;1;0;0;0;0;0;0;0
Metroid: Other M;Wii;31.08.2010;79;6.7;TeamNinja;Action,Action Adventure,Shooter,Sci-Fi,Sci-Fi,General,Third-Person,Sci-Fi;1 Player;71;587;1;0;0;0;0;0;0;0
Banjo-Kazooie: Nuts & Bolts;Xbox360;11.11.2008;79;6.7;RareLtd.;Action,Platformer,Platformer,3D,3D;Up to 8 ;71;352;0;0;0;0;0;0;0;0
Smuggler's Run;PlayStation2;25.10.2000;79;6.7;RockstarSanDiego;Driving,Mission-based;1-2 ;21;22;0;1;0;0;0;0;0;0
Kirby's Extra Epic Yarn;3DS;08.03.2019;79;6.7;Good-Feel;Action,Platformer,2D;No Online Multiplayer;46;41;0;0;1;0;0;0;0;0
The New York Times Crosswords;DS;29.05.2007;79;6.7;BudCat;Miscellaneous,Puzzle,Puzzle,General,Logic,General;4  Online;15;6;0;0;0;0;0;0;0;0
Mortal Kombat 11: Aftermath;XboxOne;26.05.2020;79;6.7;NetherRealmStudios;Action,Fighting,2D;No info;11;20;0;0;0;0;0;0;1;0
Street Fighter Anniversary Collection;Xbox;22.02.2005;79;6.7;Capcom;Miscellaneous,Compilation;2  Online;33;10;0;0;0;0;0;0;0;0
Fallout 4: Far Harbor;PC;19.05.2016;79;6.7;BethesdaGameStudios;Role-Playing,Western-Style;No info;15;249;0;0;0;0;0;0;1;0
Hitman - Episode 2: Sapienza;XboxOne;26.04.2016;79;6.7;IoInteractive;Action Adventure,General;No info;7;26;0;0;0;0;0;0;1;0
Torment: Tides of Numenera;XboxOne;28.02.2017;79;6.7;InXileEntertainment;General,Role-Playing,Western-Style;No info;12;40;0;0;0;0;0;0;1;0
Free Realms;PC;29.04.2009;79;6.7;SonyOnlineEntertainment;Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy;No info;8;15;0;0;0;0;0;0;1;0
Pro Evolution Soccer 2015;XboxOne;11.11.2014;79;6.7;Konami;Action,General,Sports,Traditional,Team,Soccer,Sim;Up to 22 ;9;70;0;0;0;0;0;0;0;0
Mechstermination Force;Switch;03.04.2019;79;6.7;HorbergProductions;Action,Platformer,2D;No Online Multiplayer;32;24;0;0;1;0;0;0;0;0
Tony Hawk's Proving Ground;DS;15.10.2007;79;6.7;VicariousVisions;Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard;4  Online;21;6;0;0;0;0;0;0;0;0
Baldur's Gate: Enhanced Edition;PC;28.11.2012;78;6.7;OverhaulGames;Role-Playing,PC-style RPG,PC-style RPG,Western-Style;No Online Multiplayer;39;406;0;0;1;0;0;0;0;0
Wasteland 3;PlayStation4;28.08.2020;78;6.7;InXileEntertainment;Role-Playing,Western-Style;Online Multiplayer;16;105;0;0;0;0;0;0;0;0
DeadCore;PC;13.08.2013;78;6.7;5-BitsGames;Action,Shooter,First-Person,Sci-Fi,Arcade;No Online Multiplayer;11;43;0;0;1;0;0;0;0;0
SUPERHOT: MIND CONTROL DELETE;PC;16.07.2020;78;6.7;SUPERHOT;Action,Shooter,First-Person,Tactical;No Online Multiplayer;34;59;0;0;1;0;0;0;0;0
Runner3;PC;22.05.2018;78;6.7;ChoiceProvisions;Action,Platformer,2D;No Online Multiplayer;7;7;0;0;1;0;0;0;0;0
Blackwood Crossing;XboxOne;05.04.2017;78;6.7;PaperSeven;Adventure,General;No Online Multiplayer;14;10;0;0;1;0;0;0;0;0
World Class Poker with T.J. Cloutier;PC;22.08.2005;78;6.7;MasquePublishing;Miscellaneous,Parlor,Gambling,Gambling;No info;7;7;0;0;0;0;0;0;1;0
The Elder Scrolls Online: Morrowind;PC;22.05.2017;77;6.7;ZeniMaxMedia;Role-Playing,Massively Multiplayer;Massively Multiplayer;32;133;0;0;0;0;0;0;0;0
Indivisible;PlayStation4;08.10.2019;77;6.7;LabZeroGames;Role-Playing,Action RPG;No Online Multiplayer;45;86;0;0;1;0;0;0;0;0
XCOM 2 Collection;Switch;29.05.2020;77;6.7;FiraxisGames;Strategy,Turn-Based,Tactics;No Online Multiplayer;31;32;0;0;1;0;0;0;0;0
World of Tanks: Xbox 360 Edition;Xbox360;12.02.2014;77;6.7;Wargaming.net;Historic,Shooter,Action,Simulation,Shooter,Vehicle,Third-Person,Combat,Tactical,Historic;Up to 30 ;35;256;0;0;0;0;1;0;0;0
FIFA Soccer 2005;PC;12.10.2004;77;6.7;EACanada;Sports,Traditional,Team,Soccer,Sim,Sim;2  Online;17;52;0;0;0;0;0;0;0;0
DK: Jungle Climber;DS;10.09.2007;77;6.7;PaonCorporation;Action,General,General;1-4 ;27;20;0;0;0;0;0;0;0;1
Batman: The Enemy Within - Episode 4: What Ails You;PlayStation4;22.01.2018;77;6.7;TelltaleGames;Adventure,Point-and-Click;No Online Multiplayer;9;19;0;0;1;0;0;0;0;0
Guilty Gear Judgment;PSP;05.09.2006;77;6.7;ArcSystemWorks;Action,Fighting,Beat-'Em-Up,Fighting,2D,2D;1-2 ;17;9;0;1;0;0;0;0;0;0
FIFA Street;Xbox360;13.03.2012;77;6.7;EASports;Sports,Traditional,Team,Soccer,Sim,Arcade;Up to 8 ;47;64;0;0;0;0;0;0;0;0
Batman: The Enemy Within - Episode 1: The Enigma;PC;08.08.2017;76;6.7;TelltaleGames;Adventure,Point-and-Click;No info;34;57;0;0;0;0;0;0;1;0
Crysis 3;PC;19.02.2013;76;6.7;Crytek;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade;No info;47;1435;0;0;0;0;0;0;1;0
The Club;Xbox360;19.02.2008;76;6.7;BizarreCreations;Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade;Up to 8 ;63;46;0;0;0;0;0;0;0;0
Surviving Mars;PC;15.03.2018;76;6.7;HaemimontGames;Strategy,Management,Government;No Online Multiplayer;39;158;0;0;1;0;0;0;0;0
FIFA Street;PlayStation3;13.03.2012;76;6.7;EASports;Sports,Traditional,Team,Soccer,Sim,Arcade,Arcade;No info;36;80;0;0;0;0;0;0;1;0
Journey to the Savage Planet;PC;28.01.2020;76;6.7;TyphoonStudios;Action Adventure,General;No Online Multiplayer;26;78;0;0;1;0;0;0;0;0
The Sims 2: Nightlife;PC;13.09.2005;76;6.7;Maxis;Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life;1 Player;31;75;1;0;0;0;0;0;0;0
Tomb Raider: Underworld;Xbox360;18.11.2008;76;6.7;CrystalDynamics;Action Adventure,Modern,General,Modern;1 Player;57;213;1;0;0;0;0;0;0;0
BreakNeck (2000);PC;21.06.2000;76;6.7;Synetic;Driving,Racing,Arcade,Arcade,Automobile;1-8 ;16;6;0;0;0;0;0;0;0;0
The Escapists 2;PlayStation4;22.08.2017;75;6.7;MouldyToofStudios;Action,General;Up to 4 ;30;15;0;0;0;0;0;0;0;0
After Burner Climax;PlayStation3;22.04.2010;75;6.7;SegaAM2;Simulation,Flight,Modern Jet,Modern Jet,Combat;No info;24;22;0;0;0;0;0;0;1;0
Red Faction: Armageddon;PC;06.06.2011;75;6.7;VolitionInc.;Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade;1 Player;29;298;1;0;0;0;0;0;0;0
Unruly Heroes;PlayStation4;28.05.2019;75;6.7;MagicDesignStudios;Action,Platformer,2D;Online Multiplayer;15;19;0;0;0;0;0;0;0;0
Prince of Persia: The Forgotten Sands;PC;08.06.2010;75;6.7;UbisoftMontreal;Action Adventure,Fantasy,General,Fantasy;No Online Multiplayer;16;289;0;0;1;0;0;0;0;0
Dracula: Undead Awakening;PSP;28.01.2010;75;6.7;ChillingoLtd,ChillingoLtd.,Chillingo;Action,General,General;No info;8;6;0;0;0;0;0;0;1;0
Battle Chasers: Nightwar;PlayStation4;03.10.2017;75;6.7;AirshipSyndicateEntertainment;Role-Playing,Action RPG,Japanese-Style;No Online Multiplayer;34;76;0;0;1;0;0;0;0;0
Battle Chasers: Nightwar;PlayStation4;03.10.2017;75;6.7;AirshipSyndicateEntertainment;Role-Playing,Action RPG,Japanese-Style;No Online Multiplayer;34;76;0;0;1;0;0;0;0;0
The Long Dark;PlayStation4;01.08.2017;75;6.7;Hinterland;Simulation,Action Adventure,General,Survival;No info;16;60;0;0;0;0;0;0;1;0
Call of Duty: Advanced Warfare - Ascendance;XboxOne;31.03.2015;75;6.7;SledgehammerGames;Action,Shooter,First-Person,Arcade;No info;7;18;0;0;0;0;0;0;1;0
